LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,'default payment next month'
0.424242,1,0.166667,0.333333,0.465517,0.1,0.1,0,0,0,0.1,0.15528,0.06622,0.086345,0.160138,0.080648,0.13774,0,0,0,0,0.00539,0.071841,0
0.20202,1,0.333333,0.333333,0.155172,0.2,0.2,0.2,0.2,0.2,0.2,0.239167,0.166945,0.145873,0.245993,0.162683,0.202296,0.004581,0.002969,0.003906,0.004831,0.00633,0.009458,0
0.010101,0,0.5,0.666667,0.034483,0.4,0.2,0.2,0.2,0.2,0,0.162745,0.084553,0.097131,0.178916,0.080648,0.135674,0.001834,0.001015,0.001116,0,0,0,1
0.494949,1,0.333333,0.333333,0.362069,0.2,0.2,0.2,0.2,0.2,0.2,0.594967,0.528444,0.349317,0.538473,0.500216,0.515203,0.02404,0.010339,0.013392,0.048309,0.042201,0.020807,1
0.414141,0,0.333333,0.333333,0.258621,0.2,0.2,0.2,0.2,0.2,0.2,0.196133,0.118526,0.096943,0.181148,0.108873,0.169991,0.017177,0.005945,0.01116,0.016103,0.04689,0.037831,0
0.272727,1,0.166667,0.666667,0.241379,0.2,0.1,0.1,0.1,0.1,0.1,0.155447,0.103172,0.090432,0.164714,0.082938,0.143695,0.04579,0.004791,0.005586,0.003865,0.021101,0.014523,0
0.020202,1,0.333333,0.666667,0.017241,0.2,0.1,0.1,0.2,0.2,0.1,0.149242,0.066591,0.087413,0.162496,0.080648,0.136375,0.000446,0.001155,0.001116,0,0.001829,0.002194,0
0.010101,0,0.333333,0.333333,0.586207,0.2,0.2,0.2,0.2,0.2,0.2,0.161327,0.083064,0.096438,0.178013,0.099443,0.152735,0.001488,0.00078,0.001446,0.001071,0.001665,0.001311,1
0,1,0.5,0.666667,0.551724,0.2,0.1,0.4,0.1,0.1,0,0.147823,0.068209,0.086686,0.160278,0.079335,0.134957,0.002398,0,0.001116,0,0.004689,0,1
0.292929,1,0.166667,0.666667,0.258621,0,0,0,0,0,0,0.146723,0.066666,0.086838,0.160138,0.080648,0.135674,0.000537,0.000534,0,0,0,0.001988,0
0.747475,1,0.166667,0.333333,0.344828,0.2,0.2,0.2,0.2,0.1,0.1,0.309357,0.221331,0.137278,0.231442,0.115834,0.140068,0.007804,0.001383,0.003019,0.08189,0.011519,0.00104,0
0.242424,0,0.333333,0.666667,0.12069,0.2,0.2,0.2,0.4,0.4,0.2,0.278967,0.211141,0.175894,0.315521,0.240097,0.283443,0.008013,0.00855,0.006696,0,0.014536,0.011728,0
0.171717,1,0.333333,0.333333,0.637931,0,0,0,0,0,0,0.146519,0.06622,0.086756,0.161622,0.082139,0.135674,0,0.000445,0.001759,0.002422,0,0.001892,0
0.040404,1,0.333333,0.666667,0.310345,0.4,0.4,0.2,0.2,0.2,0.2,0.191588,0.113481,0.112508,0.206612,0.108799,0.161725,0,0.001246,0.003105,0.001507,0.002277,0.001653,0
0.111111,0,0.166667,0.666667,0.137931,0.2,0.2,0.2,0.2,0.2,0.2,0.251204,0.159446,0.169224,0.233273,0.15994,0.190722,0.003844,0.002019,0.006696,0.005153,0.009378,0.001598,1
0.191919,0,0.166667,1,0.413793,0.2,0.2,0.2,0.2,0.2,0.2,0.212369,0.138243,0.128904,0.234638,0.160113,0.209224,0.003504,0.0019,0.003567,0.004348,0.006363,0.016869,0
0.090909,1,0.166667,0.666667,0.086207,0.2,0.2,0.4,0.4,0.4,0.2,0.203228,0.131548,0.124615,0.22661,0.149375,0.199347,0.006874,0.001544,0.002902,0,0.006295,0.005296,0
0.131313,1,0.333333,0.333333,0.258621,0.1,0.1,0.1,0.4,0.1,0.4,0.1469,0.066508,0.09125,0.160684,0.089643,0.141351,0.000347,0.00538,0,0.014607,0,0.001241,1
0,1,0.166667,0.666667,0.206897,0.4,0.4,0.4,0.2,0.2,0.2,0.153143,0.075098,0.090288,0.167498,0.088396,0.142136,0.003434,0,0.001116,0,0,0,0
0.010101,0,0.333333,0.666667,0.103448,0.1,0.1,0.1,0.1,0.1,0.1,0.147991,0.067798,0.087153,0.161667,0.082257,0.137168,0.001903,0.000875,0.001811,0.002614,0.003899,0.00307,0
0.020202,0,0.5,0.333333,0.396552,0.3,0.4,0.4,0.4,0.2,0.2,0.163683,0.083928,0.098722,0.180757,0.103177,0.156706,0.001717,0.002672,0,0.002415,0.002813,0.003783,1
0.191919,0,0.333333,0.666667,0.206897,0.2,0.2,0.2,0.2,0.2,0.2,0.152001,0.068731,0.08822,0.163827,0.08486,0.140229,0.001488,0.000594,0.000558,0.000805,0.002345,0.001892,1
0.020202,1,0.333333,0.666667,0.017241,0.2,0.2,0.2,0.2,0.2,0.2,0.169075,0.091364,0.101462,0.18668,0.108808,0.161428,0.001639,0.000874,0.001615,0.001612,0.002415,0.002003,1
0.252525,1,0.5,0.333333,0.310345,0.2,0.2,0.2,0.2,0.2,0.2,0.281672,0.208264,0.163248,0.292362,0.221163,0.267415,0.007586,0.004156,0.007812,0.008052,0.016412,0.009458,0
0.050505,1,0.333333,0.666667,0.034483,0.2,0.2,0.2,0.2,0.2,0.2,0.197043,0.121391,0.118544,0.216298,0.137235,0.187505,0.003044,0.0013,0.002319,0.003224,0.004834,0.003919,1
0.171717,1,0.333333,0.333333,0.327586,0.1,0.1,0.1,0.1,0.1,0.1,0.147893,0.066957,0.086345,0.161788,0.150058,0.145158,0.000888,0,0.001955,0.112721,0.024739,0.018492,1
0.030303,1,0.5,0.333333,0.327586,0.3,0.1,0.4,0.4,0.4,0,0.146049,0.068746,0.08847,0.161539,0.080648,0.135674,0.003873,0.001187,0,0,0,0.000815,1
0.20202,1,0.166667,0.666667,0.12069,0.2,0.1,0.1,0.1,0.1,0.1,0.153118,0.067655,0.090998,0.165318,0.083583,0.136276,0.001731,0.005032,0.006137,0.004767,0.001571,0.048412,0
0.090909,0,0.333333,0.666667,0.12069,0.2,0.2,0.2,0.2,0.2,0,0.313632,0.237772,0.121842,0.169923,0.084378,0.136963,0.005727,0.001792,0.001562,0.006097,0.004159,0.024049,0
0.020202,0,0.333333,0.333333,0.258621,0.2,0.2,0.2,0.2,0.2,0.2,0.152472,0.070987,0.090031,0.168346,0.090082,0.13864,0.00229,0.001187,0.002232,0.008052,0,0,0
0.020202,1,0.5,0.333333,0.517241,0.2,0.2,0.2,0.2,0.2,0.2,0.161964,0.084218,0.097568,0.180477,0.103532,0.15772,0.002061,0.001069,0.00201,0.003222,0.004689,0.003785,0
0.323232,0,0.333333,0.333333,0.293103,0.2,0.2,0.2,0.2,0.2,0.2,0.305741,0.235109,0.182569,0.304791,0.236395,0.278145,0.009158,0.003562,0.00625,0.009662,0.014067,0.011349,1
0.232323,0,0.333333,0.333333,0.206897,0.2,0.2,0.2,0.2,0.2,0.2,0.345894,0.283922,0.214099,0.344305,0.277832,0.317279,0.009158,0.004394,0.007254,0.011272,0.016412,0.013241,0
0.060606,0,0.5,0.666667,0.224138,0.2,0.2,0.2,0.2,0.2,0.2,0.194278,0.08819,0.099504,0.184214,0.106562,0.159685,0.001946,0.000891,0.002232,0.00161,0.002345,0.003783,0
0.040404,1,0.333333,0.666667,0.068966,0.2,0.2,0.2,0.2,0.2,0,0.18429,0.104568,0.10381,0.173229,0.080648,0.135674,0.00229,0.001077,0.001116,0,0,0,0
0.010101,0,0.333333,0.333333,0.189655,0.2,0.2,0.2,0.4,0.2,0.2,0.160991,0.08309,0.097961,0.179459,0.100793,0.154075,0.001946,0.002375,0,0.001288,0.002345,0.001513,0
0.040404,1,0.333333,1,0.172414,0.4,0.4,0.5,0.4,0.4,0.4,0.1812,0.106854,0.109864,0.200959,0.124495,0.176262,0.005266,0.000594,0.001674,0.00306,0.00422,0.00227,1
0.040404,1,0.333333,0.666667,0.051724,0.2,0.2,0.2,0.2,0.2,0.2,0.18669,0.111075,0.110552,0.194521,0.108901,0.15784,0.003451,0.001796,0.002264,0.003245,0.002347,0.003783,0
0.292929,1,0.166667,0.666667,0.344828,0.1,0.1,0,0,0,0,0.151625,0.06622,0.086345,0.160138,0.080648,0.135674,0,0,0,0,0,0,0
0.222222,1,0.166667,0.666667,0.12069,0.1,0.1,0.1,0,0,0,0.152418,0.072547,0.086345,0.160138,0.080648,0.135674,0.007631,0,0,0,0,0,0
0.040404,0,0.166667,0.666667,0.137931,0.1,0.1,0,0,0,0,0.147871,0.06622,0.086345,0.160138,0.080648,0.135674,0,0,0,0,0,0,0
0.121212,0,0.333333,0.333333,0.310345,0.2,0.1,0.1,0.1,0.1,0.1,0.156161,0.066591,0.086559,0.160505,0.081035,0.136024,0.000446,0.000232,0.000435,0.000628,0.000914,0.000738,0
0.171717,0,0.166667,0.333333,0.5,0.2,0.2,0.2,0.2,0.2,0.2,0.307235,0.23967,0.185594,0.293289,0.221528,0.263027,0.010327,0.003637,0.005419,0.008035,0.012034,0.009462,0
0.090909,0,0.333333,0.666667,0.310345,0.1,0.1,0.1,0.1,0.2,0.2,0.150528,0.070891,0.088848,0.164179,0.087262,0.143623,0.005633,0.002713,0.004788,0.008052,0.011723,0.005675,0
0.070707,0,0.333333,0.333333,0.431034,0.2,0.2,0.2,0.2,0.2,0.2,0.217051,0.142025,0.130224,0.220648,0.128134,0.178848,0.004055,0.002078,0.00279,0.003221,0.005861,0.003783,0
0.353535,0,0.166667,0.666667,0.12069,0.2,0.2,0.2,0.2,0.2,0.2,0.215892,0.148743,0.156153,0.25742,0.171806,0.232889,0.028763,0.035778,0.030365,0.050341,0.211273,0.057622,0
0.010101,0,0.333333,0.666667,0.086207,0.4,0.5,0.4,0.2,0.2,0.4,0.159759,0.079923,0.093988,0.174528,0.097524,0.151941,0,0,0.00212,0.004831,0.003517,0,0
0.30303,0,0.166667,0.333333,0.448276,0,0,0,0,0,0,0.147369,0.067988,0.087809,0.160138,0.08328,0.135674,0.00214,0.001592,0,0.004274,0,0.004534,0
0.090909,1,0.333333,0.666667,0.155172,0.2,0.2,0.2,0.2,0.2,0.2,0.222479,0.136984,0.129363,0.234583,0.136192,0.168219,0.004579,0.002969,0.003355,0.003258,0.007034,0.002837,0
0.232323,0,0.333333,0.333333,0.568966,0.2,0.2,0.2,0.4,0.2,0.2,0.159201,0.081533,0.223198,0.389595,0.283675,0.316712,0.00229,0.138934,0.000033,0.011346,0.016465,0.018925,0
0.242424,1,0.166667,0.333333,0.551724,0.2,0.2,0.2,0.2,0.2,0.2,0.370321,0.305215,0.221096,0.335931,0.272023,0.30812,0.010315,0.004837,0.006696,0.020939,0.027822,0.032508,0
0.222222,1,0.333333,0.333333,0.431034,0.1,0.1,0.1,0.2,0.1,0.1,0.147796,0.06759,0.087929,0.161497,0.082079,0.136971,0.001652,0.001714,0,0.002324,0.003383,0.00273,0
0.161616,1,0.333333,0.333333,0.224138,0.1,0.1,0.1,0.1,0.1,0.1,0.148145,0.067481,0.086521,0.160138,0.084473,0.135674,0.00152,0.000192,0,0.006211,0,0.000479,0
0.373737,1,0.166667,0.666667,0.103448,0.2,0.2,0.2,0.2,0.2,0.2,0.186327,0.169799,0.11037,0.196975,0.118306,0.165718,0.080133,0.001196,0.00112,0.004831,0.004689,0.006246,0
0.010101,1,0.333333,0.666667,0.017241,0.1,0.5,0.4,0.4,0.2,0.2,0.162466,0.082771,0.095934,0.176948,0.098804,0.152681,0,0.000356,0.001116,0.00161,0.002345,0.001324,1
0.252525,1,0.333333,0.333333,0.344828,0,0,0,0,0,0,0.153735,0.067516,0.086738,0.160813,0.082953,0.136678,0.001563,0.000426,0.0008,0.003744,0.002619,0.001685,0
0.191919,1,0.333333,0.333333,0.189655,0.2,0.2,0.2,0.2,0.2,0.2,0.293789,0.21608,0.169237,0.292353,0.209922,0.25421,0.006898,0.003567,0.00558,0.008052,0.011723,0.011349,0
0.040404,1,0.333333,0.333333,0.086207,0.3,0,0,0,0,0,0.146519,0,0.086345,0.160138,0.080648,0.135674,0,0.041561,0,0,0,0,0
0.010101,0,0.333333,0.666667,0.051724,0.2,0.2,0.2,0.2,0.2,0.2,0.16238,0.083754,0.097072,0.178409,0.092193,0.14608,0.001603,0.000819,0.001318,0.00161,0.001172,0.000946,0
0.111111,0,0.166667,0.666667,0.293103,0.2,0.2,0.2,0.2,0.2,0.1,0.19274,0.103844,0.097282,0.168762,0.094684,0.139149,0.001803,0.001069,0.001674,0.022544,0.009378,0.005391,0
0.040404,0,0.333333,0.333333,0.413793,0.2,0.2,0.2,0.2,0.2,0,0.155066,0.07629,0.089927,0.163585,0.080648,0.135674,0.001322,0.000594,0.000081,0,0,0,0
0.040404,1,0.333333,0.666667,0.051724,0.2,0.2,0.2,0.2,0.2,0.2,0.171108,0.084956,0.097694,0.175526,0.097426,0.151393,0.00229,0.00095,0.001116,0.00161,0.002345,0.000946,0
0.111111,0,0.166667,0.333333,0.413793,0.2,0.2,0.2,0.2,0.2,0.2,0.164993,0.087013,0.09893,0.182158,0.104313,0.157549,0.001567,0.000821,0.000933,0.001395,0.00204,0.001706,0
0.191919,0,0.333333,0.666667,0.241379,0.1,0.1,0.1,0,0.1,0.1,0.147511,0.070606,0.088715,0.161683,0.087206,0.136309,0.00529,0.002583,0.001846,0.010651,0.001658,0,0
0.222222,0,0.166667,0.333333,0.431034,0.1,0.1,0.1,0.1,0.1,0,0.181826,0.067359,0.086345,0.170698,0.080648,0.135674,0.001374,0,0.012512,0,0,0,0
0.343434,1,0.166667,0.666667,0.206897,0,0,0,0,0,0,0.146517,0.066219,0.086344,0.160136,0.080646,0.135672,0,0,0,0,0,0.001778,0
0.010101,0,0.833333,0.666667,0.12069,0.1,0.1,0.1,0.1,0.1,0,0.147209,0.06734,0.086345,0.160524,0.080648,0.133876,0.001351,0,0.000458,0.00161,0.004689,0.003783,0
0.353535,1,0.166667,0.666667,0.448276,0.3,0.4,0.2,0.2,0.4,0.2,0.470897,0.394095,0.280963,0.337077,0.26525,0.306226,0,0.0084,0.012834,0,0.012482,0.010404,0
0.353535,1,0.166667,0.666667,0.137931,0.1,0.1,0,0,0,0.1,0.147845,0.06622,0.086345,0.160138,0.080648,0.136485,0,0,0,0,0.002115,0,0
0.191919,1,0.5,0.333333,0.551724,0.2,0.2,0.2,0.2,0.2,0.2,0.258039,0.188653,0.157927,0.285617,0.215659,0.260372,0.007441,0.002969,0.00558,0.008213,0.011723,0.010214,0
0.040404,0,0.333333,0.666667,0.103448,0.2,0.2,0.2,0.2,0.2,0.2,0.163913,0.085887,0.098305,0.181609,0.103568,0.157022,0.001946,0.001009,0.001874,0.00161,0.002368,0.002648,0
0.191919,0,0.166667,0.333333,0.137931,0.1,0.1,0.1,0.2,0.2,0.1,0.14678,0.067293,0.093367,0.198138,0.089808,0.136588,0.001294,0.007594,0.031249,0.00161,0.004689,0.140314,0
0.232323,1,0.166667,0.666667,0.086207,0.3,0.1,0.1,0.1,0.1,0.1,0.146519,0.0664,0.086702,0.160138,0.080774,0.135674,0.000216,0.000387,0,0.000205,0,0,0
0.040404,0,0.333333,0.333333,0.534483,0.1,0.4,0.2,0.2,0.2,0.2,0.148353,0.067674,0.08805,0.162701,0.081422,0.135674,0,0.001187,0.000006,0,0,0,0
0.020202,1,0.5,0.333333,0.448276,0.3,0.4,0.4,0.4,0.2,0.2,0.158033,0.079034,0.093972,0.173673,0.095852,0.150314,0.001145,0.000534,0.001116,0.001932,0.002813,0.00227,0
0.070707,1,0.166667,0.666667,0.051724,0.1,0.1,0.1,0.1,0.2,0.1,0.150006,0.070126,0.086391,0.168341,0.089302,0.138184,0.004713,0.00005,0.009718,0.000032,0.006553,0,0
0.323232,1,0.333333,0.333333,0.172414,0.2,0.2,0.2,0.2,0.2,0.2,0.410785,0.348087,0.252846,0.44547,0.382234,0.405272,0.014882,0.007719,0.012276,0.017874,0.02579,0.030265,0
0.040404,0,0.5,0.333333,0.362069,0.2,0.2,0.4,0.4,0.2,0.2,0.163189,0.087891,0.099276,0.181687,0.103779,0.158103,0.005323,0.000819,0,0.00134,0.004689,0,0
0.020202,1,0.166667,0.666667,0.017241,0.2,0.2,0.4,0.2,0.2,0.1,0.171296,0.095131,0.10265,0.188171,0.101531,0.137376,0.004239,0,0.001116,0.000678,0.00444,0.01043,0
0.020202,1,0.333333,0.666667,0.275862,0.4,0.2,0.2,0.2,0.2,0.2,0.168674,0.083764,0.096821,0.178172,0.096354,0.144064,0.00229,0.001187,0.00279,0.003221,0.004689,0.007566,0
0.141414,0,0.5,0.333333,0.275862,0.6,0.6,0.6,0.5,0.4,0.2,0.28024,0.212169,0.168877,0.299541,0.222794,0.264317,0.007441,0,0.000571,0,0.010288,0.007984,1
0.131313,1,0.333333,0.666667,0.241379,0.2,0.2,0.2,0.2,0.2,0.2,0.224738,0.151872,0.137282,0.248313,0.175145,0.222544,0.003755,0.002535,0.003906,0.005807,0.008206,0.006715,0
0.141414,0,0.166667,0.666667,0.155172,0.2,0.2,0.2,0.2,0.2,0.2,0.221537,0.143595,0.129686,0.229642,0.150838,0.189175,0.003298,0.001825,0.002884,0.002029,0.003181,0.003284,0
0.040404,1,0.333333,0.333333,0.275862,0.2,0.2,0.2,0.2,0.2,0.2,0.191351,0.112878,0.113693,0.207216,0.100541,0.153882,0.003434,0.001484,0.002232,0.001775,0.004689,0.005486,0
0.494949,0,0.333333,0.333333,0.224138,0,0,0,0,0,0.1,0.158032,0.070981,0.086327,0.166207,0.080648,0.135912,0.005771,0,0.007226,0,0.000621,0.009645,0
0.050505,1,0.5,0.333333,0.724138,0.2,0.2,0.2,0.2,0.2,0.2,0.199144,0.122233,0.113566,0.196065,0.110239,0.160587,0.002747,0.001152,0.001648,0.001651,0.002359,0.002385,0
0.353535,0,0.166667,0.666667,0.086207,0.3,0,0,0,0.1,0.1,0.146512,0.066213,0.08634,0.16013,0.082311,0.138011,0,0,0,0.002713,0.006126,0,0
0.030303,1,0.333333,0.333333,0.12069,0.3,0.4,0.4,0.4,0.4,0.2,0.171071,0.088246,0.098445,0.182176,0.100906,0.154335,0.00229,0,0.002232,0,0.002345,0.001892,1
0.010101,0,0.333333,0.333333,0.189655,0.2,0.2,0.2,0.2,0.2,0.2,0.161656,0.083571,0.097009,0.178231,0.100083,0.153649,0.001669,0.00095,0.000429,0.000631,0.000938,0,1
0.010101,0,0.333333,0.666667,0.172414,0.7,0.6,0.5,0.6,0.5,0.4,0.165777,0.086288,0.097836,0.179149,0.100317,0.146457,0,0.000326,0,0,0,0,0
0.313131,1,0.333333,0.666667,0.241379,0.1,0.1,0.1,0.1,0.2,0.2,0.147671,0.069609,0.086515,0.167757,0.091437,0.1461,0.004088,0.000185,0.009026,0.008052,0.003751,0.003424,0
0.191919,0,0.5,0.333333,0.137931,0.1,0.1,0.1,0.1,0.1,0.1,0.160196,0.110464,0.098937,0.167989,0.081611,0.139519,0.053485,0.013647,0.009314,0.001564,0.010072,0.041173,0
0.020202,1,0.5,0.333333,0.206897,0.3,0.4,0.4,0.4,0.2,0.2,0.18191,0.10233,0.1058,0.190259,0.110102,0.160558,0.001946,0.000653,0,0.001659,0.002345,0.006299,0
0.141414,1,0.166667,0.666667,0.137931,0.1,0.2,0.1,0.1,0.4,0.2,0.147535,0.069086,0.0864,0.160893,0.081443,0.136305,0.00229,0.000059,0.000783,0,0,0,1
0.131313,1,0.333333,0.333333,0.275862,0.3,0.1,0.1,0.2,0.2,0,0.146519,0.066388,0.087146,0.161513,0.080648,0.135674,0.000203,0.000867,0,0,0,0,1
0.353535,0,0.333333,0.333333,0.5,0.2,0.2,0.2,0.1,0.2,0.2,0.342835,0.309334,0.086219,0.170054,0.090131,0.135674,0.052659,0,0.012004,0.008108,0,0,0
0.141414,1,0.333333,0.333333,0.517241,0.2,0.2,0.2,0.2,0.2,0.2,0.210033,0.135413,0.12737,0.233486,0.158802,0.208122,0.002342,0.001433,0.004214,0.003581,0.005739,0.004729,0
0.141414,1,0.166667,0.666667,0.155172,0.2,0.1,0.2,0.2,0,0,0.15331,0.06663,0.08757,0.160138,0.080648,0.135674,0.000495,0.001187,0,0,0,0.01089,0
0.090909,1,0.166667,0.333333,0.137931,0.4,0.4,0,0,0,0,0.14787,0.06622,0.086345,0.160138,0.080648,0.135674,0,0,0,0,0,0,0
0.151515,0,0.333333,0.333333,0.258621,0.2,0.2,0.2,0.2,0.2,0.2,0.199325,0.124192,0.120661,0.2203,0.145304,0.198215,0.003434,0.001781,0.003348,0.004831,0.013129,0.004918,0
0.050505,1,0.5,0.666667,0.034483,0.2,0.2,0.2,0.2,0.2,0.2,0.17365,0.094963,0.102682,0.188512,0.110889,0.161421,0.002061,0.000968,0.003348,0.003221,0.004689,0.003783,0
0.30303,1,0.5,0.333333,0.327586,0.2,0.2,0.2,0.2,0.2,0.2,0.20808,0.134016,0.125581,0.228242,0.131185,0.181649,0.003853,0.001425,0.002469,0.003196,0.005678,0.002661,0
0.232323,1,0.333333,0.666667,0.172414,0.1,0.1,0.1,0.1,0.1,0.1,0.15308,0.068137,0.081386,0.173096,0.080648,0.138494,0.002312,0.000594,0.026476,0,0.007357,0.000694,0
0.171717,0,0.166667,0.333333,0.465517,0.2,0.2,0.2,0.2,0.2,0.2,0.205003,0.128131,0.122533,0.222802,0.147103,0.196125,0.002713,0.001781,0.003348,0.004167,0.005861,0.00662,0
0.353535,0,0.5,0.666667,0.327586,0.1,0.1,0.1,0.2,0.2,0.2,0.148792,0.06652,0.089045,0.165374,0.085956,0.140528,0.000362,0.002921,0.001116,0.000177,0.002403,0.005077,0
0.242424,0,0.166667,0.666667,0.241379,0.1,0.1,0.1,0.1,0.1,0.1,0.148949,0.067802,0.088306,0.232249,0.180366,0.135674,0.001907,0.002136,0.085434,0.161942,0,0,0
0.393939,0,0.333333,0.666667,0.241379,0.2,0.2,0,0.1,0.2,0.2,0.156299,0.06622,0.086345,0.210841,0.135245,0.199974,0,0,0.060071,0.002644,0.04689,0.002376,0
0.10101,1,0.5,0.333333,0.293103,0.2,0.2,0.2,0.2,0.2,0.2,0.235626,0.150394,0.127329,0.206315,0.11495,0.15645,0.004041,0.00182,0.002269,0.003254,0.002401,0.001897,0
0.505051,1,0.5,0.333333,0.689655,0.2,0.2,0.4,0.2,0.2,0.2,0.307332,0.249291,0.186161,0.32798,0.301867,0.330013,0.019461,0,0.007263,0.080515,0.016412,0.011349,0
0.171717,1,0.333333,0.666667,0.189655,0.1,0.1,0,0,0,0,0.146638,0.066559,0.086503,0.160926,0.081111,0.149936,0.000409,0.000171,0.000934,0.000752,0.037203,0.000664,0
0.252525,1,0.333333,0.333333,0.37931,0.3,0,0,0.1,0.2,0.1,0.146519,0.065826,0.085659,0.160921,0.081061,0.13693,0,0,0.002321,0,0.003278,0,0
0.171717,1,0.333333,0.333333,0.258621,0.1,0.1,0.1,0,0,0,0.147216,0.066598,0.086345,0.160138,0.080648,0.135674,0.000456,0,0,0,0,0,0
0.020202,1,0.333333,0.333333,0.206897,0.6,0.5,0.4,0.2,0.2,0.4,0.174028,0.09426,0.100768,0.183655,0.104281,0.154422,0,0,0.002232,0.003221,0,0.00227,1
0.252525,1,0.333333,0.333333,0.241379,0,0,0,0,0,0,0.150536,0.076106,0.090388,0.167809,0.088999,0.14263,0.011925,0.004372,0.009089,0.013562,0.018146,0.049782,0
0.373737,1,0.166667,0.666667,0.396552,0.2,0.2,0.2,0.2,0.2,0.2,0.475623,0.403832,0.277229,0.446837,0.389479,0.404659,0.017253,0.008015,0.012276,0.019324,0.028134,0.020807,0
0.121212,0,0.166667,0.666667,0.275862,0.2,0.2,0.2,0.2,0.2,0.2,0.249248,0.161404,0.138533,0.250706,0.178129,0.221711,0.004175,0.002492,0.003895,0.006119,0.00919,0.00652,1
0.090909,0,0.333333,0.333333,0.12069,0.2,0.2,0.2,0.2,0.2,0.2,0.212239,0.123113,0.117268,0.206281,0.104341,0.156707,0.003219,0.001236,0.002318,0.001615,0.00238,0.001892,0
0.040404,1,0.5,0.666667,0.155172,0.2,0.2,0.2,0.2,0.2,0.2,0.166465,0.081536,0.095768,0.176979,0.099419,0.153305,0.001488,0.000772,0.001116,0.002415,0.002345,0.001914,0
0.373737,0,0.166667,0.666667,0.189655,0.1,0.1,0.1,0.1,0.1,0.1,0.146808,0.08985,0.087891,0.171228,0.103848,0.145157,0.028503,0.001672,0.013139,0.037676,0.024737,0.081908,0
0.040404,0,0.166667,0.333333,0.344828,0.1,0.1,0.1,0.1,0.1,0.1,0.146969,0.066858,0.086469,0.160505,0.080866,0.135961,0.001145,0.000232,0.001116,0.000354,0.0015,0.001892,0
0.040404,0,0.5,0.666667,0.172414,0.2,0.2,0.2,0.2,0.2,0.4,0.186511,0.087382,0.095159,0.176416,0.099484,0.152349,0.001717,0.000891,0.001674,0.003221,0,0.001892,0
0.040404,0,0.5,0.333333,0.258621,0.3,0.5,0.4,0.7,0.6,0.5,0.165129,0.085591,0.099393,0.181911,0.102634,0.155017,0,0.002375,0,0,0,0.002364,1
0.20202,0,0.333333,0.666667,0.224138,0.2,0.2,0.2,0.2,0.1,0.1,0.168383,0.086666,0.109194,0.19295,0.098127,0.137831,0.002284,0.012508,0.016173,0.02847,0.005643,0.00094,0
0.10101,0,0.166667,0.666667,0.310345,0.2,0.2,0.2,0.2,0,0,0.162721,0.084562,0.097682,0.160138,0.080648,0.135674,0.001519,0.00098,0,0,0,0,0
0.232323,1,0.5,0.666667,0.241379,0.1,0.1,0,0,0,0,0.150249,0.06622,0.086345,0.160138,0.080648,0.135674,0,0,0,0,0,0,0
0.020202,0,0.333333,0.666667,0.137931,0.3,0.5,0.4,0.2,0.2,0.2,0.174823,0.09582,0.102615,0.186677,0.107725,0.157648,0,0.000002,0.001138,0.001787,0.002319,0.001858,0
0.040404,1,0.5,0.666667,0.172414,0.1,0.5,0.4,0.1,0.4,0.2,0.147209,0.066961,0.086559,0.162704,0.082813,0.138045,0,0,0.00304,0,0.002354,0.003844,0
0.151515,1,0.5,0.333333,0.155172,0.1,0.1,0.2,0.1,0.1,0.1,0.148479,0.07474,0.088156,0.170283,0.092349,0.1447,0.010276,0.000594,0.01202,0.019002,0.023546,0.010073,0
0.252525,0,0.166667,0.333333,0.155172,0.1,0.1,0.1,0.1,0.1,0.1,0.146724,0.066307,0.086391,0.160237,0.080727,0.135759,0.000104,0.00005,0.000117,0.000129,0.000223,0.000151,0
0.20202,1,0.333333,1,0.534483,0.1,0.1,0.1,0.1,0.2,0.2,0.14724,0.066994,0.086792,0.160995,0.138253,0.169544,0.000933,0.000484,0.001016,0.093398,0.003517,0.003783,0
0.131313,1,0.333333,0.333333,0.155172,0.1,0.1,0.1,0.1,0.1,0.1,0.148546,0.068394,0.087603,0.163308,0.082202,0.137208,0.002621,0.001361,0.003755,0.002523,0.004002,0.003229,0
0.191919,0,0.166667,0.333333,0.172414,0.1,0.2,0.2,0.2,0.2,0.2,0.19785,0.134609,0.126376,0.236268,0.164124,0.210911,0.022895,0.011875,0.01116,0.032206,0.023445,0.018916,0
0.141414,0,0.166667,0.666667,0.103448,0.2,0.2,0.2,0.2,0.2,0.2,0.161955,0.084577,0.098424,0.183324,0.107619,0.162843,0.002862,0.001781,0.003348,0.004831,0.008206,0.009458,0
0.252525,0,0.5,0.333333,0.724138,0.2,0.2,0.2,0.2,0.2,0.4,0.377762,0.316884,0.220374,0.394533,0.341954,0.368434,0.010493,0.005344,0.010112,0.030845,0.000002,0.018647,0
